animation_name,block_index,block_offset,block_size,command_index,command_offset_in_block,raw_opcode,command_id,command_name,opcode_high_flags,meta,record_size
Bunk1_start,1,0xB8,948,8,0x110,0x001D,29,WHILE,0x0000,0x0022,8
Bunk1_start,1,0xB8,948,9,0x118,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,10,0x12C,0x0002,2,IF,0x0000,0x0062,24
Bunk1_start,1,0xB8,948,11,0x144,0x021A,26,DESTRUCTION_SOURCE,0x0200,0x0080,32
Bunk1_start,1,0xB8,948,12,0x164,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,13,0x178,0x002E,46,TIMER,0x0000,0x0040,16
Bunk1_start,1,0xB8,948,14,0x188,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk1_start,1,0xB8,948,15,0x190,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,16,0x1A4,0x0002,2,IF,0x0000,0x0062,24
Bunk1_start,1,0xB8,948,17,0x1BC,0x021A,26,DESTRUCTION_SOURCE,0x0200,0x0080,32
Bunk1_start,1,0xB8,948,18,0x1DC,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk1_start,1,0xB8,948,19,0x1E4,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,20,0x1F8,0x002E,46,TIMER,0x0000,0x0040,16
Bunk1_start,1,0xB8,948,21,0x208,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk1_start,1,0xB8,948,22,0x210,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,23,0x224,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,24,0x238,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Bunk1_start,1,0xB8,948,25,0x268,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,26,0x27C,0x0001,1,QUAD_ALIGN,0x0000,0x0030,12
Bunk1_start,1,0xB8,948,27,0x288,0x0213,19,OBJECT_MOTION,0x0200,0x00B1,44
Bunk1_start,1,0xB8,948,28,0x2B4,0x020D,13,LOOP,0x0200,0x0090,36
Bunk1_start,1,0xB8,948,29,0x2D8,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,30,0x2EC,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,31,0x300,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,32,0x314,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,33,0x328,0x0002,2,IF,0x0000,0x0092,36
Bunk1_start,1,0xB8,948,34,0x34C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk1_start,1,0xB8,948,35,0x370,0x021A,26,DESTRUCTION_SOURCE,0x0200,0x0080,32
Bunk1_start,1,0xB8,948,36,0x390,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,1,0xB8,948,37,0x3A4,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk1_start,1,0xB8,948,38,0x3AC,0x001D,29,WHILE,0x0000,0x0022,8
Bunk1_start,2,0x46C,96,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk1_start,2,0x46C,96,1,0x40,0x020D,13,LOOP,0x0200,0x0080,32
Bunk1_start,3,0x4CC,276,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk1_start,3,0x4CC,276,1,0x40,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk1_start,3,0x4CC,276,2,0x54,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,3,0x4CC,276,3,0x6C,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Bunk1_start,3,0x4CC,276,4,0x9C,0x002E,46,TIMER,0x0000,0x0040,16
Bunk1_start,3,0x4CC,276,5,0xAC,0x001C,28,LIGHT,0x0000,0x0022,8
Bunk1_start,3,0x4CC,276,6,0xB4,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,3,0x4CC,276,7,0xCC,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,3,0x4CC,276,8,0xE0,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,3,0x4CC,276,9,0xF8,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,3,0x4CC,276,10,0x10C,0x001D,29,WHILE,0x0000,0x0022,8
Bunk1_start,4,0x5E0,276,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk1_start,4,0x5E0,276,1,0x40,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk1_start,4,0x5E0,276,2,0x54,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,4,0x5E0,276,3,0x6C,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Bunk1_start,4,0x5E0,276,4,0x9C,0x002E,46,TIMER,0x0000,0x0040,16
Bunk1_start,4,0x5E0,276,5,0xAC,0x001C,28,LIGHT,0x0000,0x0022,8
Bunk1_start,4,0x5E0,276,6,0xB4,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,4,0x5E0,276,7,0xCC,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,4,0x5E0,276,8,0xE0,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,4,0x5E0,276,9,0xF8,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,4,0x5E0,276,10,0x10C,0x001D,29,WHILE,0x0000,0x0022,8
Bunk1_start,5,0x6F4,472,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk1_start,5,0x6F4,472,1,0x40,0x0002,2,IF,0x0000,0x0062,24
Bunk1_start,5,0x6F4,472,2,0x58,0x020D,13,LOOP,0x0200,0x0080,32
Bunk1_start,5,0x6F4,472,3,0x78,0x020D,13,LOOP,0x0200,0x0080,32
Bunk1_start,5,0x6F4,472,4,0x98,0x0002,2,IF,0x0000,0x0042,16
Bunk1_start,5,0x6F4,472,5,0xA8,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,5,0x6F4,472,6,0xC0,0x0212,18,OBJECT_ROTATE_STATE,0x0200,0x0030,12
Bunk1_start,5,0x6F4,472,7,0xCC,0x0003,3,ELSEIF,0x0000,0x0042,16
Bunk1_start,5,0x6F4,472,8,0xDC,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,5,0x6F4,472,9,0xF4,0x0212,18,OBJECT_ROTATE_STATE,0x0200,0x0030,12
Bunk1_start,5,0x6F4,472,10,0x100,0x0004,4,ELSE,0x0000,0x0022,8
Bunk1_start,5,0x6F4,472,11,0x108,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,5,0x6F4,472,12,0x120,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk1_start,5,0x6F4,472,13,0x128,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,5,0x6F4,472,14,0x140,0x0004,4,ELSE,0x0000,0x0022,8
Bunk1_start,5,0x6F4,472,15,0x148,0x020D,13,LOOP,0x0200,0x0080,32
Bunk1_start,5,0x6F4,472,16,0x168,0x001C,28,LIGHT,0x0000,0x0022,8
Bunk1_start,5,0x6F4,472,17,0x170,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,5,0x6F4,472,18,0x188,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,5,0x6F4,472,19,0x19C,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,5,0x6F4,472,20,0x1B4,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk1_start,5,0x6F4,472,21,0x1C8,0x001D,29,WHILE,0x0000,0x0022,8
Bunk1_start,5,0x6F4,472,22,0x1D0,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk1_start,6,0x8CC,68,0,0x1C,0x0203,3,ELSEIF,0x0200,0x00A0,40
Bunk1_start,7,0x910,88,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk1_start,7,0x910,88,1,0x40,0x021B,27,SOUND,0x0200,0x0060,24
Bunk1_start,8,0x968,112,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk1_start,8,0x968,112,1,0x40,0x0001,1,QUAD_ALIGN,0x0000,0x0020,8
Bunk1_start,8,0x968,112,2,0x48,0x0213,19,OBJECT_MOTION,0x0200,0x00A1,40
Bunk2_special,0,0x0,40,0,0x1C,0x021E,30,END_WHILE,0x0200,0x0030,12
Bunk2_start,0,0x0,184,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0080,32
Bunk2_start,0,0x0,184,1,0x3C,0x0217,23,OBJECT_MOTION_SI_SCRIPT,0x0200,0x0030,12
Bunk2_start,0,0x0,184,2,0x48,0x001C,28,LIGHT,0x0000,0x0072,28
Bunk2_start,0,0x0,184,3,0x64,0x001D,29,WHILE,0x0000,0x0022,8
Bunk2_start,0,0x0,184,4,0x6C,0x001C,28,LIGHT,0x0000,0x0082,32
Bunk2_start,0,0x0,184,5,0x8C,0x001D,29,WHILE,0x0000,0x0022,8
Bunk2_start,0,0x0,184,6,0x94,0x0211,17,OBJECT_TRANSLATE_STATE,0x0200,0x0050,20
Bunk2_start,0,0x0,184,7,0xA8,0x001C,28,LIGHT,0x0000,0x0022,8
Bunk2_start,0,0x0,184,8,0xB0,0x001D,29,WHILE,0x0000,0x0022,8
Bunk2_start,1,0xB8,1124,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk2_start,1,0xB8,1124,1,0x40,0x001C,28,LIGHT,0x0000,0x0022,8
Bunk2_start,1,0xB8,1124,2,0x48,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,3,0x5C,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Bunk2_start,1,0xB8,1124,4,0x8C,0x0218,24,PARTICLE_SOURCE,0x0200,0x00A0,40
Bunk2_start,1,0xB8,1124,5,0xB4,0x0002,2,IF,0x0000,0x00C2,48
Bunk2_start,1,0xB8,1124,6,0xE4,0x001C,28,LIGHT,0x0000,0x00B2,44
Bunk2_start,1,0xB8,1124,7,0x110,0x001D,29,WHILE,0x0000,0x0022,8
Bunk2_start,1,0xB8,1124,8,0x118,0x002E,46,TIMER,0x0000,0x0040,16
Bunk2_start,1,0xB8,1124,9,0x128,0x021A,26,DESTRUCTION_SOURCE,0x0200,0x0080,32
Bunk2_start,1,0xB8,1124,10,0x148,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,11,0x15C,0x002E,46,TIMER,0x0000,0x0040,16
Bunk2_start,1,0xB8,1124,12,0x16C,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,13,0x180,0x0002,2,IF,0x0000,0x0062,24
Bunk2_start,1,0xB8,1124,14,0x198,0x021A,26,DESTRUCTION_SOURCE,0x0200,0x0080,32
Bunk2_start,1,0xB8,1124,15,0x1B8,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,16,0x1CC,0x002E,46,TIMER,0x0000,0x0040,16
Bunk2_start,1,0xB8,1124,17,0x1DC,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk2_start,1,0xB8,1124,18,0x1E4,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,19,0x1F8,0x002E,46,TIMER,0x0000,0x0040,16
Bunk2_start,1,0xB8,1124,20,0x208,0x002E,46,TIMER,0x0000,0x0040,16
Bunk2_start,1,0xB8,1124,21,0x218,0x002E,46,TIMER,0x0000,0x0040,16
Bunk2_start,1,0xB8,1124,22,0x228,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk2_start,1,0xB8,1124,23,0x230,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,24,0x244,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,1,0xB8,1124,25,0x264,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,26,0x278,0x0213,19,OBJECT_MOTION,0x0200,0x00B1,44
Bunk2_start,1,0xB8,1124,27,0x2A4,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,28,0x2B8,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,29,0x2CC,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,30,0x2E0,0x0218,24,PARTICLE_SOURCE,0x0200,0x00A0,40
Bunk2_start,1,0xB8,1124,31,0x308,0x0213,19,OBJECT_MOTION,0x0200,0x00A1,40
Bunk2_start,1,0xB8,1124,32,0x330,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,33,0x344,0x0001,1,QUAD_ALIGN,0x0000,0x0010,4
Bunk2_start,1,0xB8,1124,34,0x348,0x0213,19,OBJECT_MOTION,0x0200,0x00A1,40
Bunk2_start,1,0xB8,1124,35,0x370,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,36,0x384,0x0001,1,QUAD_ALIGN,0x0000,0x0010,4
Bunk2_start,1,0xB8,1124,37,0x388,0x0213,19,OBJECT_MOTION,0x0200,0x00A1,40
Bunk2_start,1,0xB8,1124,38,0x3B0,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,39,0x3C4,0x0001,1,QUAD_ALIGN,0x0000,0x0010,4
Bunk2_start,1,0xB8,1124,40,0x3C8,0x0213,19,OBJECT_MOTION,0x0200,0x00A1,40
Bunk2_start,1,0xB8,1124,41,0x3F0,0x020D,13,LOOP,0x0200,0x0090,36
Bunk2_start,1,0xB8,1124,42,0x414,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,43,0x428,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,1,0xB8,1124,44,0x448,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,1,0xB8,1124,45,0x45C,0x001D,29,WHILE,0x0000,0x0022,8
Bunk2_start,2,0x51C,128,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk2_start,2,0x51C,128,1,0x40,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,2,0x51C,128,2,0x60,0x020D,13,LOOP,0x0200,0x0080,32
Bunk2_start,3,0x59C,308,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk2_start,3,0x59C,308,1,0x40,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,3,0x59C,308,2,0x60,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk2_start,3,0x59C,308,3,0x74,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,3,0x59C,308,4,0x8C,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Bunk2_start,3,0x59C,308,5,0xBC,0x002E,46,TIMER,0x0000,0x0040,16
Bunk2_start,3,0x59C,308,6,0xCC,0x001C,28,LIGHT,0x0000,0x0022,8
Bunk2_start,3,0x59C,308,7,0xD4,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,3,0x59C,308,8,0xEC,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,3,0x59C,308,9,0x100,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,3,0x59C,308,10,0x118,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,3,0x59C,308,11,0x12C,0x001D,29,WHILE,0x0000,0x0022,8
Bunk2_start,4,0x6D0,308,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk2_start,4,0x6D0,308,1,0x40,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,4,0x6D0,308,2,0x60,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Bunk2_start,4,0x6D0,308,3,0x74,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,4,0x6D0,308,4,0x8C,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Bunk2_start,4,0x6D0,308,5,0xBC,0x002E,46,TIMER,0x0000,0x0040,16
Bunk2_start,4,0x6D0,308,6,0xCC,0x001C,28,LIGHT,0x0000,0x0022,8
Bunk2_start,4,0x6D0,308,7,0xD4,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,4,0x6D0,308,8,0xEC,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,4,0x6D0,308,9,0x100,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,4,0x6D0,308,10,0x118,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,4,0x6D0,308,11,0x12C,0x001D,29,WHILE,0x0000,0x0022,8
Bunk2_start,5,0x804,504,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk2_start,5,0x804,504,1,0x40,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,5,0x804,504,2,0x60,0x0002,2,IF,0x0000,0x0062,24
Bunk2_start,5,0x804,504,3,0x78,0x020D,13,LOOP,0x0200,0x0080,32
Bunk2_start,5,0x804,504,4,0x98,0x020D,13,LOOP,0x0200,0x0080,32
Bunk2_start,5,0x804,504,5,0xB8,0x0002,2,IF,0x0000,0x0042,16
Bunk2_start,5,0x804,504,6,0xC8,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,5,0x804,504,7,0xE0,0x0212,18,OBJECT_ROTATE_STATE,0x0200,0x0030,12
Bunk2_start,5,0x804,504,8,0xEC,0x0003,3,ELSEIF,0x0000,0x0042,16
Bunk2_start,5,0x804,504,9,0xFC,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,5,0x804,504,10,0x114,0x0212,18,OBJECT_ROTATE_STATE,0x0200,0x0030,12
Bunk2_start,5,0x804,504,11,0x120,0x0004,4,ELSE,0x0000,0x0022,8
Bunk2_start,5,0x804,504,12,0x128,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,5,0x804,504,13,0x140,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk2_start,5,0x804,504,14,0x148,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,5,0x804,504,15,0x160,0x0004,4,ELSE,0x0000,0x0022,8
Bunk2_start,5,0x804,504,16,0x168,0x020D,13,LOOP,0x0200,0x0080,32
Bunk2_start,5,0x804,504,17,0x188,0x001C,28,LIGHT,0x0000,0x0022,8
Bunk2_start,5,0x804,504,18,0x190,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,5,0x804,504,19,0x1A8,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,5,0x804,504,20,0x1BC,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,5,0x804,504,21,0x1D4,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Bunk2_start,5,0x804,504,22,0x1E8,0x001D,29,WHILE,0x0000,0x0022,8
Bunk2_start,5,0x804,504,23,0x1F0,0x0005,5,ENDIF,0x0000,0x0022,8
Bunk2_start,6,0x9FC,100,0,0x1C,0x0203,3,ELSEIF,0x0200,0x00A0,40
Bunk2_start,6,0x9FC,100,1,0x44,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,7,0xA60,120,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk2_start,7,0xA60,120,1,0x40,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,7,0xA60,120,2,0x60,0x021B,27,SOUND,0x0200,0x0060,24
Bunk2_start,8,0xAD8,144,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Bunk2_start,8,0xAD8,144,1,0x40,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Bunk2_start,8,0xAD8,144,2,0x60,0x0001,1,QUAD_ALIGN,0x0000,0x0020,8
Bunk2_start,8,0xAD8,144,3,0x68,0x0213,19,OBJECT_MOTION,0x0200,0x00A1,40
Snow1_special,0,0x0,40,0,0x1C,0x021E,30,END_WHILE,0x0200,0x0030,12
Snow1_start,0,0x0,192,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0080,32
Snow1_start,0,0x0,192,1,0x3C,0x0217,23,OBJECT_MOTION_SI_SCRIPT,0x0200,0x0030,12
Snow1_start,0,0x0,192,2,0x48,0x001C,28,LIGHT,0x0000,0x0072,28
Snow1_start,0,0x0,192,3,0x64,0x001D,29,WHILE,0x0000,0x0022,8
Snow1_start,0,0x0,192,4,0x6C,0x0025,37,INVALIDATE_ANIMATION,0x0000,0x0022,8
Snow1_start,0,0x0,192,5,0x74,0x001C,28,LIGHT,0x0000,0x0082,32
Snow1_start,0,0x0,192,6,0x94,0x001D,29,WHILE,0x0000,0x0022,8
Snow1_start,0,0x0,192,7,0x9C,0x0211,17,OBJECT_TRANSLATE_STATE,0x0200,0x0050,20
Snow1_start,0,0x0,192,8,0xB0,0x001C,28,LIGHT,0x0000,0x0022,8
Snow1_start,0,0x0,192,9,0xB8,0x001D,29,WHILE,0x0000,0x0022,8
Snow1_start,1,0xC0,612,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0080,32
Snow1_start,1,0xC0,612,1,0x3C,0x001C,28,LIGHT,0x0000,0x0022,8
Snow1_start,1,0xC0,612,2,0x44,0x0002,2,IF,0x0000,0x0062,24
Snow1_start,1,0xC0,612,3,0x5C,0x0026,38,CALL_SEQUENCE,0x0000,0x0022,8
Snow1_start,1,0xC0,612,4,0x64,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Snow1_start,1,0xC0,612,5,0x84,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Snow1_start,1,0xC0,612,6,0x98,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Snow1_start,1,0xC0,612,7,0xC8,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Snow1_start,1,0xC0,612,8,0xDC,0x0218,24,PARTICLE_SOURCE,0x0200,0x00A0,40
Snow1_start,1,0xC0,612,9,0x104,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Snow1_start,1,0xC0,612,10,0x118,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Snow1_start,1,0xC0,612,11,0x138,0x0203,3,ELSEIF,0x0200,0x0070,28
Snow1_start,1,0xC0,612,12,0x154,0x0002,2,IF,0x0000,0x0062,24
Snow1_start,1,0xC0,612,13,0x16C,0x0203,3,ELSEIF,0x0200,0x0080,32
Snow1_start,1,0xC0,612,14,0x18C,0x0002,2,IF,0x0000,0x0102,64
Snow1_start,1,0xC0,612,15,0x1CC,0x0203,3,ELSEIF,0x0200,0x0090,36
Snow1_start,1,0xC0,612,16,0x1F0,0x021A,26,DESTRUCTION_SOURCE,0x0200,0x0080,32
Snow1_start,1,0xC0,612,17,0x210,0x000E,14,WAIT,0x0000,0x0030,12
Snow1_start,1,0xC0,612,18,0x21C,0x0005,5,ENDIF,0x0000,0x0022,8
Snow1_start,1,0xC0,612,19,0x224,0x0005,5,ENDIF,0x0000,0x0022,8
Snow1_start,1,0xC0,612,20,0x22C,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Snow1_start,1,0xC0,612,21,0x24C,0x0025,37,INVALIDATE_ANIMATION,0x0000,0x0022,8
Snow1_start,1,0xC0,612,22,0x254,0x0005,5,ENDIF,0x0000,0x0022,8
Snow1_start,1,0xC0,612,23,0x25C,0x001D,29,WHILE,0x0000,0x0022,8
Snow1_start,2,0x324,484,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Snow1_start,2,0x324,484,1,0x40,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Snow1_start,2,0x324,484,2,0x60,0x001C,28,LIGHT,0x0000,0x0022,8
Snow1_start,2,0x324,484,3,0x68,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Snow1_start,2,0x324,484,4,0x7C,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Snow1_start,2,0x324,484,5,0xAC,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Snow1_start,2,0x324,484,6,0xC0,0x0001,1,QUAD_ALIGN,0x0000,0x0030,12
Snow1_start,2,0x324,484,7,0xCC,0x0213,19,OBJECT_MOTION,0x0200,0x00B1,44
Snow1_start,2,0x324,484,8,0xF8,0x020D,13,LOOP,0x0200,0x0080,32
Snow1_start,2,0x324,484,9,0x118,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Snow1_start,2,0x324,484,10,0x12C,0x0218,24,PARTICLE_SOURCE,0x0200,0x00A0,40
Snow1_start,2,0x324,484,11,0x154,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Snow1_start,2,0x324,484,12,0x168,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Snow1_start,2,0x324,484,13,0x188,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Snow1_start,2,0x324,484,14,0x19C,0x0213,19,OBJECT_MOTION,0x0200,0x00B1,44
Snow1_start,2,0x324,484,15,0x1C8,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Snow1_start,2,0x324,484,16,0x1DC,0x001D,29,WHILE,0x0000,0x0022,8
Snow1_start,3,0x508,128,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Snow1_start,3,0x508,128,1,0x40,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Snow1_start,3,0x508,128,2,0x60,0x020D,13,LOOP,0x0200,0x0080,32
Snow1_start,4,0x588,456,0,0x1C,0x0203,3,ELSEIF,0x0200,0x0090,36
Snow1_start,4,0x588,456,1,0x40,0x0026,38,CALL_SEQUENCE,0x0000,0x0022,8
Snow1_start,4,0x588,456,2,0x48,0x0218,24,PARTICLE_SOURCE,0x0200,0x0080,32
Snow1_start,4,0x588,456,3,0x68,0x0002,2,IF,0x0000,0x0042,16
Snow1_start,4,0x588,456,4,0x78,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Snow1_start,4,0x588,456,5,0x8C,0x021B,27,SOUND,0x0200,0x0060,24
Snow1_start,4,0x588,456,6,0xA4,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Snow1_start,4,0x588,456,7,0xD4,0x002E,46,TIMER,0x0000,0x0040,16
Snow1_start,4,0x588,456,8,0xE4,0x001C,28,LIGHT,0x0000,0x0022,8
Snow1_start,4,0x588,456,9,0xEC,0x021B,27,SOUND,0x0200,0x0060,24
Snow1_start,4,0x588,456,10,0x104,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Snow1_start,4,0x588,456,11,0x118,0x021B,27,SOUND,0x0200,0x0060,24
Snow1_start,4,0x588,456,12,0x130,0x0209,9,RANDOM_WEIGHT,0x0200,0x0050,20
Snow1_start,4,0x588,456,13,0x144,0x001D,29,WHILE,0x0000,0x0022,8
Snow1_start,4,0x588,456,14,0x14C,0x0004,4,ELSE,0x0000,0x0022,8
Snow1_start,4,0x588,456,15,0x154,0x0208,8,RANGE_TEST,0x0200,0x0050,20
Snow1_start,4,0x588,456,16,0x168,0x020C,12,ANIM_LOD,0x0200,0x00C0,48
Snow1_start,4,0x588,456,17,0x198,0x021B,27,SOUND,0x0200,0x0060,24
